ID,App_Name,Genre,Price,User_Rating,Rating_Count_Total,User_Review
184,Shell Shock 1.5,Simulation,0.99,3,26,This game is really good! The only problem is that the background can look really dull after a while.
185,Tiny Tower - Free City Building,Action,0,4.5,414803,"Big app, but it makes sense as the graphics are highly detailed. Great game with iffy controls. Expensive too"
186,Chess Pro - with coach,Role Playing,9.99,5,10619,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
187,Bumpy Road,Puzzle,2.99,4,1073,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
188,Dude Perfect,Action,0.99,4.5,9763,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
189,Dude Perfect HD,Adventure;Action & Adventure,1.99,4.5,2552,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
190,FINAL FANTASY III,Casual,14.99,4.5,1378,I love this game so much!!!!!!!!
191,Superbrothers: Sword & Sworcery EP,Casual,3.99,4.5,5362,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
192,Touchgrind BMX,Sports,4.99,4,3170,Best game I have ever played  10/10
193,NBA JAM by EA SPORTS for iPad,Simulation,4.99,4,4934,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
194,Bloons TD 4 HD,Adventure,2.99,4,2493,ITS CHALLENGING AND ADDICTIVE. I CALL IT MY 2ND JOB BC IM ON IT WORKING ON MY ACCOUNT 8 HRS DAILY EVEN THOUGH ITS TERRIBLE :'(
195,Elmo Loves ABCs for iPad,Action,4.99,3.5,1888,My child plays this all the time and it keeps their attention for hours! Very fun and addicting.
196,Forbidden Island,Simulation,4.99,4.5,923,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
197,Virtual Villagers 4: The Tree of Life,Role Playing,0.99,4,500,Best game I have ever played  10/10
198,DEATHSMILES,Casual,9.99,4.5,540,This is such a good game. Very engaging and  addicting!
199,FINAL FANTASY III for iPad,Action,16.99,4,857,I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game   really. Please please please make it save more data  please.
200,Tikal,Simulation,2.99,4.5,626,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
201,Summer Games 3D,Simulation,0.99,3.5,193,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
202,ROBLOX,Card,0,4.5,183621,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
203,Pocket Academy,Puzzle,4.99,4.5,616,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
204,Ticket to Ride,Role Playing,2.99,4.5,4866,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
205,Dice With Buddies: Fun New Social Dice Game,Role Playing,2.99,4.5,20355,Best game I have ever played  9/10
206,STREET FIGHTER IV VOLT,Role Playing,4.99,4.5,9741,Crashed in first few seconds  was unable to play  do not download.
207,Nyan Cat: Lost In Space,Strategy,0,4.5,76392,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
208,ZOOKEEPER?DX,Role Playing,0.99,3.5,274,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
209,Fishing Kings Free+,Role Playing,0,4.5,35058,I think the games good but i wish the creator would add in online mode or something
210,"Werewolf Nightmare in Prison""""",Role Playing,0,4.5,78,It's cool and nice and the graphics
211,Bike Baron,Role Playing,1.99,4.5,12162,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
212,Jelly Defense,Role Playing,2.99,4.5,5058,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
213,Junk Jack Retro,Action,2.99,4.5,8632,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
214,Tank Hero,Strategy,0.99,4.5,14361,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
215,?????,Strategy,0.99,4.5,44,Keeps crashing on the first day every time I try to play. Super disappointed.
216,Magic Jigsaw Puzzles,Role Playing,0,4.5,187666,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
217,DragonVale,Casual,0,4.5,503230,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
218,SHADOWGUN,Adventure;Action & Adventure,4.99,4,4513,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
219,Modern Combat 3: Fallen Nation,Sports,6.99,4.5,23766,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
220,Racing Penguin Free - Top Flying and Diving Game,Arcade,0,4.5,141224,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
221,Scribblenauts Remix,Casual,0.99,4.5,86127,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
222,Phoenix HD,Action,0,4.5,13106,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
223,???????,Casual,0,3.5,403,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
224,Virtual Villagers 5: New Believers,Puzzle,0.99,4,309,It is cool not very realistic though
225,FINAL FANTASY TACTICS: THE WAR OF THE LIONS,Puzzle,13.99,4.5,5180,Crashed in first few seconds  was unable to play  do not download.
226,Reckless Getaway,Strategy,0.99,4.5,18259,"After not even a week of playing, it decided to not let me play the game. Every time I click the icon, it pulls up and then goes back to my home screen"
227,Muffin Knight,Strategy,0.99,4.5,9302,Best game I have ever played  10/10
228,Infinity Blade II,Casual,0.99,4.5,153588,Fun but i wish there was a way to send gifts to friends and more cool things to spend your cash on
229,Sprinkle: Water splashing fire fighting fun!,Strategy,1.99,4.5,10509,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
230,Where's My Water?,Word,1.99,4.5,131656,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
231,Cut the Rope: Experiments,Puzzle,0.99,4.5,63272,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
232,Peggle Classic HD,Arcade,0.99,4.5,3912,Crashed in first few seconds  was unable to play  do not download.
233,Monkey Math School Sunshine,Casual,1.99,4,1092,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
234,Gangstar Rio: City of Saints,Action,6.99,4.5,14724,"I like this game it's really fun, but the reason I rated it 4 stars is bc it's kind of easy & I am looking for a game that is fun & challenging. Overall it is a good game so don't spite the game bc of reviews, I would suggest just trying it"
235,Flick Home Run !,Puzzle,0.99,4.5,98851,This game is amazing! I'm so glad that this game exists.
236,STEINS;GATE,Casual,24.99,4,16,Crashed upon opening every time I've tried. It just freezes and I can't fix
237,Sonic CD,Word,0,4,16358,I think that it's amazing
238,Zombieville USA 2,Casual,0.99,4.5,79683,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
239,F18 Carrier Landing,Action,5.99,4.5,4656,Its a great game even though i didn't update it ITS GREAT
240,Flick Champions HD,Arcade,1.99,4.5,7289,Was good when I was bored and had nothing to do!
241,White Tiles 2 : Piano Master ( Don't Hit The White Tiles 4 ) - Free Music Game,Casual,0,4,60,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
242,Real Steel,Casual,0.99,4.5,24880,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
243,Pinball Arcade Plus,Puzzle,0.99,4,3716,First time I play and mess up I get a 30 second AD... Trash
244,Doodle Jump FREE - BE WARNED: Insanely addictive,Arcade,0,4,28153,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
245,Jetpack Joyride,Sports,0,4.5,405647,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
246,Doodle Jump HD,Action,2.99,4.5,8580,This game is really good! The only problem is that the background can look really dull after a while.
247,"Abby Monkey Basic Skills: Preschool and Kindergarten Kids Educational Early Learning Adventure Games.? TeachMe Counting, Colors, Alphabet, Math, Numbers, Shapes Sorting, Patterns, Puzzles, Learn to R...",Music,2.99,3.5,358,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
248,Top Eleven 2017 - Be a Soccer Manager,Puzzle,0,4.5,14104,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
249,Machinarium,Arcade,4.99,4.5,7919,"The adds that I cannot mute, may make me decide to uninstall the app"
250,STREET FIGHTER II COLLECTION,Sports,3.99,4,242,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
251,Kids Doodle - Movie Kids Color & Draw,Puzzle,0,4.5,8025,This game is really good! The only problem is that the background can look really dull after a while.
252,Written Legends: Nightmare at Sea HD (Full),Casual,4.99,4.5,234,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
253,Real Fishing 3D,Arcade,1.99,3.5,880,It had too many ads yes but... it was a fun and stress game but that is what these kind of games are about the try to make you rage quit but you have to stay strong and keep trying over and over again
254,Waking Mars,Action,4.99,4.5,2101,Very addictive game. Can't keep my hands off it!
255,Ricky Carmichael's Motocross Matchup Pro,Action,0.99,4,4498,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
256,Zen Pinball,Casual,0,4.5,6534,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
257,HB2 PLUS,Racing,0.99,5,54073,AMAZING GAME. YOU CAN DO ALMOST  ANYTHING THAT ISN'T LIMITED BY THE APP.
258,The Sims FreePlay,Action,0,4.5,446880,"I love this game, but I never rated it 5 stars because three times I've had to start over again on a new device. "
259,Elmo Calls,Puzzle,1.99,4,1915,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
260,Tasty Planet: Back for Seconds,Casual,2.99,4.5,264,My child plays this all the time and it keeps their attention for hours! Had to uninstall it on my phone 
261,Tasty Planet: Back for Seconds HD,Arcade,4.99,4.5,135,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
262,MEGA MAN X,Arcade,4.99,4.5,3099,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
263,CSR Racing,Action,0,4.5,677247,OK at best
264,Riptide GP,Arcade,0.99,4,3883,Great time killer especially on the train.  The animations are very well designed!
265,Bejeweled Blitz,Arcade,0,4,221002,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
266,Sleepy Hollow: Mystery Legends HD (Full),Action,4.99,4,168,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
267,Call of Duty: Black Ops Zombies,Action,6.99,4.5,116601,Best game I have ever played  10/10
268,Infinite Flight - Flight Simulator,Action,4.99,4.5,7100,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
269,Reiner Knizia's Tigris & Euphrates,Action,4.99,4.5,1777,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
270,Mystic Diary: Haunted Island HD (Full),Action,4.99,4,76,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
271,Trial Xtreme 2,Action,2.99,4.5,2254,It is a fun game for all ages! Highly recommend
272,Infect Them All : Vampires,Action,0.99,5,826,"Game itself is amazing but ads after everything, even browsing the settings menu triggers more ads. "
273,Royal Trouble: Hidden Adventures HD (Full),Action,6.99,4.5,1690,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
274,Haunted Halloween Escape,Action,0,4.5,11945,"Too many ads and updates  even with the paid ""no ads"" version. Just trying to play with my friend  but get all of these distracting notifications for other nonsense in which I'm not interested."
275,Jurassic Park: The Game 1 HD,Racing,2.99,4,1483,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
276,The Price is Right Decades,Action,0.99,4,7693,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
277,N.O.V.A. 3 - Near Orbit Vanguard Alliance,Action,6.99,4.5,13503,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
278,Midway Arcade,Action,0.99,4,7639,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
279,Bubble Mags,Action,0.99,4.5,49,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
280,Train Drive ATS,Action,3.99,4.5,233,The frequent content updates add great aspects of adventure to the game. Though online play may prove difficult  the game possesses features and complexity absent in all other games.
281,Rebuild,Action,2.99,4.5,4095,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
282,?J???? 2027,Action,9.99,0,0,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
283,?Solitaire,Action,0,4.5,106398,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
284,Minecraft: Pocket Edition,Action,6.99,4.5,522012,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
285,Bejeweled Classic,Action,0,4.5,183259,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
286,Grand Theft Auto III,Action,4.99,4,26547,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
287,DreamZ - Lucid Dreaming. Control your dreams!,Action,3.99,4,242,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
288,TETRIS,Action,1.99,4,8480,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
289,The Bard's Tale,Action,2.99,4.5,4746,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
290,TETRIS FREE,Action,0,3.5,3383,Keeps my child entertained! Kid friendly game!
291,Ice Rage,Action;Action & Adventure,1.99,4.5,11190,The game runs very well on my device. It's also very Addicting!
292,French Belote,Action,2.99,4.5,39,Free game. Great graphics. Fun gameplay. 4/5
293,Kinectimals,Action,2.99,4,1336,Classic  I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience.
294,Jurassic Park: The Game 2 HD,Action,2.99,4,341,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
295,Wars of the Roses - Rosenknig,Action,0.99,4,115,"Too many ads and updates  even with the paid ""no ads"" version. Just trying to play with my friend  but get all of these distracting notifications for other nonsense in which I'm not interested."
296,Tap the Frog,Action,1.99,5,4802,I THINK IT IS A FANTASTIC GAME! VERY ADDICTING. HIGHLY RECOMMENDD
297,DoubleDown Casino & Slots Vegas Slot Machines!,Action,0,4,101599,I love to play this game because its very relaxing and it is SO much fun! I play it with my sister and we both play on our phones at the same time and we see who can go longer
298,Cytus,Action,1.99,5,7925,Smart Game really
299,Lep's World Free - platformer games,Action,0,4.5,38075,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
300,Airport Scanner,Action,1.99,4.5,12701,My child plays this all the time and it keeps their attention for hours! Very fun and addicting.
301,Head Soccer,Action,0,5,481564,This game is really good! The only problem is that the background can look really dull after a while.
302,Lep's World Plus - super best platformer games,Action,0.99,4.5,30830,I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game   really. Please please please make it save more data  please.
303,Mad Skills BMX,Action;Action & Adventure,0.99,4.5,2547,Best game I have ever played  10/10
304,Draw Something,Action,2.99,4.5,360974,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
305,Hatchi - A retro virtual pet,Action,0.99,4.5,14381,Great game if it didnt lag so bad that you can barely play itt
306,Fingle,Action;Action & Adventure,1.99,4.5,397,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
307,Fresh Tracks Snowboarding,Action,0,4.5,10107,This game is really good! The only problem is that the background can look really dull after a while.
308,A Brief History of the World,Action,3.99,4,280,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
309,LEGO Juniors Create & Cruise,Action,0,4,6152,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
310,BIG WIN Basketball,Action,0,4,12669,Fun but i wish there was a way to send gifts to friends and more cool things to spend your cash on
311,Pocket League Story,Action,4.99,4,357,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
312,iPaint uPaint,Action,0,4.5,29,It's fun to play. They're constantly making adjustments and improvements  because they listen to the feedback. There isn't a high pay-to-win aspect  which is refreshing. The promise of new content with every event is really nice  too! Highly recommended!
313,Jurassic Park: The Game 4 HD,Trivia,2.99,4,256,Keeps crashing on the first day every time I try to play. Super disappointed.
314,Hundreds,Casual,2.99,4,873,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
315,Machine World,Strategy,1.99,4.5,3875,Constant updates to fix bugs and add content makes this a great game
316,Scotland Yard,Puzzle,3.99,4.5,824,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
317,Either,Action,0.99,3,89,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
318,Highway Rider,Sports,0,4.5,164377,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
319,Jigsaw Puzzle,Arcade,0,4.5,138726,Keeps crashing on the first day every time I try to play. Super disappointed.
320,Flight!,Casual,0.99,4.5,1411,"Too many ads and updates  even with the paid ""no ads"" version. Just trying to play with my friend  but get all of these distracting notifications for other nonsense in which I'm not interested."
321,Real Fishing 3D Free,Card,0,4,5131,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
322,Guess The Person? HD,Casual,0.99,4.5,1227,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
323,Mystery Case Files: 13th Skull HD - A Hidden Object Adventure (Full),Casual,6.99,4,718,Sometimes the game forgets to save my data to the cloud which is annoying. Fun game though. My progress is lost sometimes
324,The Simpsons: Tapped Out,Racing,0,4,274501,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
325,VS. Racing 2,Racing,0,4.5,20805,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
326,TETRIS for iPad,Racing,2.99,4.5,3464,I honestly love this game. It's really easy to absorb yourself into  yet not too addictive. I absolutely love the simplicity of it
327,Shoot The Zombirds,Arcade,0.99,4.5,2007,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
328,Catapult King,Casual;Brain Games,0.99,4.5,12799,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
329,My Bowling 3D,Puzzle,0,4,5090,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
330,Angry Birds Space,Action,0,4,95892,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
331,Sid Meier's Pirates!,Puzzle,2.99,4.5,1618,Keeps crashing on the first day every time I try to play. Super disappointed.
332,FINAL FANTASY TACTICS: THE WAR OF THE LIONS for iPad,Arcade,15.99,4.5,1992,Easy to understand. Simple and straight forward. 4/5
333,?????5 - ????,Puzzle,2.99,4,646,Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However  I've had as great an experience!
334,Clear Vision (17+),Puzzle,0.99,4.5,541693,"I had this rated as 5 stars just 3 years ago, it was one of my favorite games! Now you can't even finish a song without an ad popping up, forcing you to lose? That's just.... Wow."
335,?Solitaire,Puzzle,0,4.5,124618,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
336,LEGO Harry Potter: Years 5-7,Arcade,4.99,4,5435,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
337,Angry Birds Space HD,Arcade,0,4,39502,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
338,Ski Safari,Arcade,0.99,5,45121,"Not super difficult, the things are actually possible! Controls work decently and would be a great game for small children too.."
339,Bridge Constructor,Casual,1.99,4.5,11187,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
340,Tank Hero: Laser Wars,Racing,0.99,4.5,1418,Loading the game is a pain in the butt.
341,Dikie & Dukie: Learn to Read in Spanish HD,Puzzle,2.99,3,2,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
342,Hay Day,Casual,0,4.5,567344,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
343,THE KING OF FIGHTERS-i 2012,Casual,2.99,4.5,228,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
344,Real Pool 3D,Action,1.99,4,1156,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
345,Cooking Academy (Full),Board,1.99,4.5,475,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
346,Bike Race Pro - Top Motorcycle Racing Game,Strategy,0.99,4.5,26881,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
347,Bike Race - Top Motorcycle Racing Games,Action,0,4.5,405007,Fun game
348,Sonic The Hedgehog 4 Episode II,Music,2.99,3.5,5606,10/10. enough said
349,????,Puzzle,0.99,4.5,9,Keeps crashing on the first day every time I try to play. Super disappointed.
350,Extreme Fishing 2 Free,Puzzle,0,4.5,12002,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
351,Max Payne Mobile,Puzzle,2.99,4.5,2183,No online play with friends is a disappointment. No competition. An okay game
352,Subway Surfers,Sports,0,4.5,706110,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
353,Majiang Mahjong???+??+??+??+???,Arcade,0,5,1007,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
354,Papa's Burgeria,Arcade,2.99,4.5,1589,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
355,Baldur's Gate: Enhanced Edition,Arcade,9.99,4,1454,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
356,Hidden World,Arcade,1.99,4.5,279,"First of all, have a good day to all admin and staff here. I like the game much. But if its ok with the creator to make the game less lag. Much better. Coz here in our country, internet is not free. We used data, for the player who have no internet connection. So slow connection. "
357,Flick Home Run ! HD,Action,0.99,4.5,2144,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
358,Slingshot Racing,Word,0.99,4.5,3189,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
359,Offroad Legends,Casual,0.99,4.5,22281,Downloaded and crashed instantly. Trash
360,Bejeweled Classic HD,Racing,0,4.5,70926,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
361,Virtua Tennis Challenge,Simulation;Action & Adventure,4.99,4,1339,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
362,Weaphones: Firearms Simulator Volume 1,Arcade,2.99,4.5,1478,This game is really good! The only problem is that the background can look really dull after a while.
363,Le Havre (The Harbor),Adventure,4.99,4.5,2125,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
364,Block Story Premium,Action,2.99,4,734,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
365,Alice in the Mirrors of Albion: Hidden object game,Arcade,0,4,47382,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
366,Burrito Bison,Card,0.99,4,416,"Lot of ads are disturbing the player's mood every time. That's the reason it deserves 1 star, otherwise I will give 5 star . Reduce the frequency of your third party Ads in the app because it increases the overall satisfaction level of the your player's."
